track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,predicted_genre,actual_genre,confidence_interval
25wiOYoBrS6ITwcPGlTSXi,Front Porch Step,I Never Loved Before I Found You,Stones,27,250987,False,0.636,0.776,7,-4.765,1,0.0362,0.00662,5.47e-06,0.0741,0.402,95.999,4,Folk & Country,Pop & Dance,Folk & Country,0.3
784qUrovUUH4jYQ811D6hF,Chris Tomlin;Matt Redman,How Great Is Our God: The Essential Collection,The Wonderful Cross,40,427706,False,0.339,0.618,2,-6.663,1,0.0361,0.251,0.0,0.0669,0.244,173.953,4,World & Ethnic,Hip-Hop & R&B,World & Ethnic,0.41
7zsw78LtXUD7JfEwH64HK2,Pat Carroll;Disney,The Little Mermaid Special Edition,Poor Unfortunate Souls,63,291693,False,0.384,0.18,0,-17.279,1,0.101,0.77,0.0,0.367,0.368,73.603,4,Comedy & Children,Comedy & Children,Comedy & Children,0.19
2B634EUgLutRUgCGpOA8ZV,La Portuaria,La Portuaria En Vivo,Nada Es Igual,35,190466,False,0.731,0.827,0,-8.837,1,0.0472,0.169,1.4e-06,0.91,0.557,115.716,4,Other / Misc,Folk & Country,Other / Misc,0.34
0s76fxVvT3GOz0sEU64v4j,Criolo;Emicida,Criolo E Emicida Ao Vivo (Live),Viva (Melô Dos Vileiros) - Live,32,213960,False,0.653,0.868,9,-6.12,0,0.336,0.649,0.0,0.953,0.733,82.15,4,Folk & Country,Folk & Country,Folk & Country,0.34
1ISyxG7inoBAIHD5QpHZql,Hakan Akkus;Drop-G & Regard,Ibiza Kickoff,I Can't Be - Drop-G & Regard Remix,43,366031,False,0.798,0.676,10,-8.163,0,0.0736,0.191,0.449,0.0808,0.388,119.991,4,Pop & Dance,Pop & Dance,Pop & Dance,0.59
7deDMFMXrZgLY8JIXoEmxw,Sagopa Kajmer,Tek,Mevsimler Gibisin (2021 Tek Edit),38,137478,False,0.547,0.631,8,-13.988,1,0.248,0.0201,0.0,0.254,0.603,171.789,4,World & Ethnic,Folk & Country,World & Ethnic,0.26
4BhAN9ph0KpIOCvDxkKhFz,Trinix,No Sleep,No Sleep,50,182400,False,0.742,0.597,1,-9.405,0,0.0307,0.297,0.00836,0.114,0.121,100.056,4,Other / Misc,Pop & Dance,Other / Misc,0.28
1d4PZ0xhdFbeklM112CFkm,Danny Burstein;South Pacific Ensemble (2008),South Pacific (New Broadway Cast Recording (2008)),There Is Nothin' Like a Dame,21,234840,False,0.691,0.184,4,-16.018,1,0.071,0.919,3.09e-06,0.0918,0.52,132.763,4,Comedy & Children,Folk & Country,Comedy & Children,0.4
2InrK5IWeTPIVRZQPOEDIO,Matt Fax,To The Ground,To The Ground,49,233440,False,0.556,0.855,6,-8.916,1,0.0693,0.0137,0.323,0.202,0.0534,123.989,4,Pop & Dance,Pop & Dance,Pop & Dance,0.82
1qmh0mbkXMqZCqG00slMiX,Scowl,Reality After Reality...,Petty Selfish Cretin,28,59403,True,0.245,0.978,11,-2.965,0,0.265,0.000496,0.487,0.116,0.386,89.907,4,Rock & Metal,Rock & Metal,Rock & Metal,0.8
7ijnomlrX6iGZ5ih4xTehA,Dillinja;Bryan Gee,"Retrospect, Vol. 5",Bad Man - Amen Mix,18,309063,False,0.624,0.907,2,-8.899,1,0.0508,8.05e-05,0.478,0.266,0.603,159.892,4,Pop & Dance,Pop & Dance,Pop & Dance,0.59
3vAQL9VKKlP8VJNxL6GBf3,KD;Gurlez Akhtar,Na Na Rehn De,Na Na Rehn De,29,188936,False,0.801,0.813,2,-3.752,1,0.241,0.364,0.0,0.335,0.398,93.944,4,Other / Misc,World & Ethnic,Other / Misc,0.39
3EgC9peIAOtKROIHsRqVVZ,Robert John Ardiff,Between the Bed and Room,People Talking,39,236075,False,0.56,0.269,0,-11.886,1,0.0351,0.811,0.0,0.166,0.172,128.652,4,Hip-Hop & R&B,World & Ethnic,Hip-Hop & R&B,0.44
4q2lRiodoQnyFO65watkse,Spandau Ballet,The Twelve Inch Mixes,True,55,365160,False,0.738,0.528,0,-9.746,1,0.0281,0.307,0.223,0.0733,0.415,97.39,4,Pop & Dance,Pop & Dance,Pop & Dance,0.35
18b3M1rEHsIHAqyrUxttnq,SEKAI NO OWARI,Alternative Christmas 2022,silent,0,311146,False,0.435,0.623,0,-5.299,1,0.036,0.456,0.0,0.113,0.397,87.794,4,Pop & Dance,Folk & Country,Pop & Dance,0.27
2WPxGkAMuqHMD4Xg5TtiNx,Lagori & Friends;Siddharth Menon;Gowry Lekshmi;Sachin Warrier;Niranj Suresh;Tejas Shankar,Kaithola Paya Virichu (Live),Kaithola Paya Virichu (Live),29,326073,False,0.52,0.81,0,-5.545,0,0.0688,0.348,5.65e-06,0.431,0.455,149.79,3,World & Ethnic,Pop & Dance,World & Ethnic,0.21
6h0lpQWOs9wPhL3IFmupud,Calcinha Preta,"Ao Vivo em Salvador, Vol. 1",Hello - Ao Vivo,39,209108,False,0.58,0.667,10,-10.352,1,0.0465,0.408,0.0,0.502,0.785,88.047,4,Folk & Country,Folk & Country,Folk & Country,0.66
3zof5D5OzxFubf8XivV17Q,Banda Magníficos,Magníficos Different,O Encanto,38,238553,False,0.488,0.634,9,-4.311,1,0.0287,0.205,0.0,0.314,0.439,91.989,4,Folk & Country,Hip-Hop & R&B,Folk & Country,0.24
113bLl5jctdK2FHIt32o6k,Papi Pier,larvaline,larvaline,8,108750,False,0.7,0.35,5,-9.036,0,0.239,0.95,0.829,0.105,0.5,159.968,4,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.73
3LBLmC8gqvt1l43kdpx43w,The Score,Metamorph,Enemies,60,161592,False,0.555,0.832,4,-5.96,0,0.0323,0.00967,2.94e-05,0.132,0.3,155.061,4,Rock & Metal,Pop & Dance,Rock & Metal,0.39
7g9d7JZFkLw3ue8FAOismU,Poshlaya Molly,8 способов как бросить…,Нон стоп,56,213968,True,0.587,0.7,8,-5.857,0,0.0366,0.0107,0.0,0.0683,0.496,129.992,4,Pop & Dance,Pop & Dance,Pop & Dance,0.35
6cpbVrZueaJIklHRs9cGFI,Planet Hemp,Usuário,Phunky Buddha,39,170040,False,0.386,0.825,11,-8.881,1,0.277,0.00159,2.66e-06,0.641,0.253,188.962,3,Rock & Metal,Rock & Metal,Rock & Metal,0.34
7vsGA3lCddar3VOGEAdgfi,René LaVice,Far from Perfect,How Do I Kill,18,293023,False,0.594,0.954,8,-0.943,0,0.256,0.00221,0.49,0.444,0.231,172.007,4,Pop & Dance,Pop & Dance,Pop & Dance,0.87
3LaQzvfIetBWdtIV0JoBwF,J Balvin;Bad Bunny;Mr Eazi,Feliz Cumpleaños con Perreo,COMO UN BEBÉ,4,218826,False,0.825,0.807,6,-5.753,1,0.095,0.0741,4.79e-06,0.138,0.816,103.053,4,Folk & Country,Folk & Country,Folk & Country,0.37
41WcsNGnJilfj2i6t0MD4p,Kyle Edwards;DJ Smallz 732,"Warning, Vol. 2",Yummy (Jersey Club),18,116884,False,0.815,0.833,1,-7.778,0,0.209,0.177,0.00196,0.229,0.439,149.948,4,Pop & Dance,Pop & Dance,Pop & Dance,0.46
6Ts2TyVBF6Osom4IV88JNr,yeule,Serotonin II,Pocky Boy,50,241388,False,0.435,0.669,1,-10.202,0,0.123,0.737,0.00152,0.106,0.0734,130.009,4,Ambient & Chill,Folk & Country,Ambient & Chill,0.24
56Ntm7t5pnPlusR7tsSt5t,Furkan Sert;Ashal S,Remixes Amsterdam Dance2022,Turkey Remixes - Ashal S Eastern Assassin Remix,0,546895,False,0.746,0.951,4,-5.921,0,0.0417,5.19e-05,0.867,0.0756,0.137,122.009,4,Pop & Dance,Pop & Dance,Pop & Dance,0.81
2wwYEAmYVc9wyIHjVG111K,Stealers Wheel,On air 70's Hits,Stuck In The Middle With You,0,205306,False,0.768,0.759,7,-4.472,1,0.0348,0.134,9.56e-05,0.0531,0.96,124.201,4,Folk & Country,Folk & Country,Folk & Country,0.67
5cCcTvZstIyX4Rg18MhVOJ,The Spinners,Slow Down Soul,Could It Be I'm Falling in Love,0,249733,False,0.382,0.727,9,-6.677,0,0.0861,0.729,0.0,0.196,0.826,207.266,4,Pop & Dance,Folk & Country,Pop & Dance,0.44
4P0r0yO7HNPvOra7BHGixH,VTORNIK;Phonk,Money Rain (Phonk Remix),Money Rain - Phonk Remix,77,150941,True,0.936,0.791,6,-3.605,1,0.235,0.355,0.00628,0.168,0.746,102.02,4,Hip-Hop & R&B,Pop & Dance,Hip-Hop & R&B,0.32
4Cgedth1L3nBdVLU5Z42m1,Tove Lo,Sunshine Kitty,Sweettalk my Heart,50,179830,True,0.79,0.684,6,-4.372,1,0.0525,0.0825,0.0,0.106,0.236,110.984,4,Pop & Dance,Pop & Dance,Pop & Dance,0.39
4ZVfIGaZP93t0stmBj4FqA,KK;Shreya Ghoshal,The Killer,Teri Yaadon Mein,56,287213,False,0.576,0.735,11,-5.811,0,0.0352,0.0233,0.00118,0.188,0.301,105.058,4,Folk & Country,Rock & Metal,Folk & Country,0.4
4WrzZAsZQOPwbUgSqrNgp2,Fejká;Rökkurró,Reunion,Svanur (feat. Rökkurró),43,296585,False,0.666,0.518,6,-10.387,1,0.035,0.0646,0.825,0.152,0.277,122.998,4,Ambient & Chill,Pop & Dance,Ambient & Chill,0.78
31QNxCly09KHEmOqjFgBTT,Brings,Sünderlein,Sünderlein,34,241162,False,0.602,0.848,5,-4.404,1,0.048,0.00423,0.0,0.195,0.469,129.02,4,Pop & Dance,Pop & Dance,Pop & Dance,0.35
0g3Nep5KmsTCCaw7GfWTKW,mol-74,Answers,Answers,40,265333,False,0.586,0.652,1,-6.572,1,0.0343,0.154,0.00255,0.188,0.667,123.926,4,Rock & Metal,Folk & Country,Rock & Metal,0.3
4tJF9XMeDBrNwAiXcwn2Om,Old Man's Child,Vermin,Enslaved and Condemned,16,254960,False,0.216,0.963,0,-4.92,0,0.0988,0.000163,0.639,0.325,0.144,131.686,4,Rock & Metal,Rock & Metal,Rock & Metal,0.94
1HNJU5jqp2LlIHqsdrjVUo,Led Zeppelin,Led Zeppelin III (Deluxe Edition),The Immigrant Song - Alternate Mix,59,147272,False,0.623,0.849,11,-10.03,1,0.0458,0.0353,0.109,0.279,0.746,113.014,4,Rock & Metal,Pop & Dance,Rock & Metal,0.36
2tqf8PLiMPoO69jTmOavK8,Gabriel Brito,A Mensagem da Cruz,A Mensagem da Cruz,42,237882,False,0.458,0.231,8,-18.767,1,0.0293,0.875,0.0541,0.107,0.104,84.997,4,Hip-Hop & R&B,Hip-Hop & R&B,Hip-Hop & R&B,0.53
4fWFGd70ErhNWIr3B1caod,flowtide,wandsworth park,wandsworth park,51,107578,False,0.712,0.378,10,-9.692,0,0.176,0.93,0.917,0.109,0.241,80.089,4,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.89
23xY5vuCuLJfU8YRrpRdcY,Rafael Vázquez,Al Claro de Luna,Al Claro de Luna,31,111493,False,0.419,0.288,8,-15.826,1,0.0454,0.71,0.0,0.274,0.795,145.557,3,Rock & Metal,Comedy & Children,Rock & Metal,0.35
2modLBwKrCrLQTZNuSsVik,George Winston,Linus & Lucy - The Music of Vince Guaraldi,Treat Street,20,292245,False,0.413,0.505,0,-12.033,1,0.0326,0.883,0.84,0.173,0.51,132.603,4,Ambient & Chill,Folk & Country,Ambient & Chill,0.38
1UH0Sxy2Ahx7T8XQ6csGku,Eric Ardouin,éternité,éternité,63,199488,False,0.15,0.0055,8,-35.474,1,0.0424,0.935,0.841,0.0765,0.0468,62.383,4,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.88
04fpUM7YWaU5EQEohGpw4y,Voilaaa;Rama Traore,Voiciii,Tu Mens Devant Moi,17,247255,False,0.817,0.601,7,-11.881,0,0.0424,0.0685,0.00666,0.0719,0.847,129.971,4,Folk & Country,Pop & Dance,Folk & Country,0.45
1SHUzxcKoMXHX5DwZ0hHY1,Kevin Bloody Wilson,Klassic Kev,Stack the Fridge,30,153133,True,0.733,0.695,4,-7.698,1,0.174,0.528,2.55e-06,0.0703,0.732,120.122,4,Comedy & Children,Other / Misc,Comedy & Children,0.26
69OfVtcwv0l9etxgk4q95y,Horcas,Por Tu Honor,Punto Final,34,312800,False,0.433,0.735,8,-3.535,1,0.0358,0.00764,0.0,0.0935,0.22,126.724,4,Rock & Metal,Rock & Metal,Rock & Metal,0.34
5ThCWFneoZXADjd75cr21w,Nusrat Fateh Ali Khan;Rahat Fateh Ali Khan;Dj Chetas,Baadshaho,Mere Rashke Qamar (Remix),40,216111,False,0.687,0.83,4,-4.261,0,0.0353,0.186,7.54e-05,0.305,0.566,108.041,4,Folk & Country,Pop & Dance,Folk & Country,0.34
0HaRLPnr887lcQM2YQzkff,Burna Boy;Ed Sheeran,"Love, Damini",For My Hand (feat. Ed Sheeran),83,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,Pop & Dance,Pop & Dance,Pop & Dance,0.35
16D9AzevsZAh4GfQEYIo7I,Sleeping At Last,Atlas: I,Earth,48,268111,False,0.292,0.374,10,-10.495,0,0.0332,0.463,0.000292,0.357,0.247,119.784,4,Ambient & Chill,World & Ethnic,Ambient & Chill,0.28
2cHfKFYrqbH0LshSYScs5O,Theo Parrish,This is for You,This Is For You - Instrumental,5,700757,False,0.798,0.592,9,-9.28,0,0.0875,0.0401,0.933,0.0906,0.168,119.97,4,Pop & Dance,Pop & Dance,Pop & Dance,0.98
10WfNJSzRuB4lD2EF7LQhc,Inner City;Idris Elba;Kevin Saunderson;Latroit,We All Move Together (Kevin Saunderson x Latroit Remix),We All Move Together - Kevin Saunderson x Latroit Remix,5,200000,False,0.736,0.852,11,-5.352,0,0.0563,9.25e-05,0.603,0.671,0.657,126.025,4,Pop & Dance,Pop & Dance,Pop & Dance,0.85
5SuxamsuXzRQ6hYzhvZPul,Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,"Classical Christmas, Vol. 2",And He Shall Purify (Remastered 2014),0,146567,False,0.412,0.597,7,-8.936,0,0.0384,0.956,0.0575,0.684,0.26,98.636,4,Ambient & Chill,Folk & Country,Ambient & Chill,0.41
3xvpj0Mg11Zfd3uilK0U5C,Misael Gauna;Noctilucent,Some Day,Some Day,37,230129,False,0.61,0.54,1,-8.896,1,0.0325,0.0635,0.00592,0.0788,0.149,139.978,4,Hip-Hop & R&B,World & Ethnic,Hip-Hop & R&B,0.36
00RLfhwjN0Sg4hIkzZ7X7l,Marc Anthony,2En1,Necesito Amarte,30,293266,False,0.642,0.844,4,-6.754,0,0.0373,0.536,3.4e-06,0.172,0.783,163.953,4,Folk & Country,Folk & Country,Folk & Country,0.84
4czEkBpbwfA011GuG8y5YR,Vincenzo Bellini;Cecilia Bartoli;James Levine,Silvia Colloca - Sing Like An Italian,Vaga luna che inargenti,0,245327,False,0.271,0.014,8,-24.44,1,0.0676,0.994,0.00012,0.121,0.097,183.035,3,Classical & Opera,Ambient & Chill,Classical & Opera,0.34
5CbDKqtF6F6m1KUvsAf2Kf,Diego & Victor Hugo,Equilíbrio (Ao Vivo),Sorte - Ao Vivo,50,186469,False,0.475,0.686,2,-5.033,1,0.0405,0.762,0.0,0.127,0.509,94.756,4,Folk & Country,Folk & Country,Folk & Country,0.78
3OOMdy6hHgG8XdjdJbAJn0,Jesse Joyce,Joyce To The World,The Squirley Coke Eyes,20,182106,False,0.478,0.633,10,-15.536,1,0.908,0.755,0.0,0.521,0.42,89.421,3,Comedy & Children,Comedy & Children,Comedy & Children,0.9
2mooRjHf9LEGP0XEyGRokh,Roberto Goyeneche;Orquesta Típica Porteña,Esenciales,Cristal (with Orquesta Tipica Porteña),19,210746,False,0.436,0.491,7,-8.5,1,0.0425,0.478,0.00193,0.223,0.504,112.474,4,Folk & Country,Folk & Country,Folk & Country,0.38
5qmRevePYyVzWefMUjcdu3,Teide,Yamasá,Yamasá,45,171908,False,0.43,0.0715,4,-25.984,1,0.0361,0.972,0.897,0.108,0.173,104.424,4,Classical & Opera,Ambient & Chill,Classical & Opera,0.41
4GVS3Vh24aLxbC6DYb2z91,Party Animals,Hava Naquila,Hava Naquila - Flamman & Abraxas Radio Mix,26,226440,False,0.464,0.937,0,-6.064,1,0.0533,0.333,0.875,0.161,0.4,168.025,4,Ambient & Chill,Pop & Dance,Ambient & Chill,0.37
2ReTnjGfeL2SX8pP4ifqCW,DJ Robin;Schürze;le Shuuk,Layla (Platin Edition),Layla - le Shuuk Remix Edit,33,224293,False,0.479,0.849,7,-3.953,0,0.0487,0.000842,0.0,0.257,0.247,74.98,4,Pop & Dance,Rock & Metal,Pop & Dance,0.44
5jl0UgNHaXiCR7ZpHfHNul,neon,idfc,idfc,43,282947,True,0.458,0.309,2,-13.958,0,0.0312,0.856,0.288,0.111,0.0987,94.978,4,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.29
4yBWN2T5vdZLhLWJMHEmdl,Team Shadetek,Brooklyn Anthem,Brooklyn Anthem (feat. 77klash & Jahdan) - Vocal Version,13,199800,False,0.768,0.647,1,-3.396,1,0.286,0.0664,0.0,0.242,0.126,140.023,4,Pop & Dance,Comedy & Children,Pop & Dance,0.31
22PTmk4mzAVi92WiQPAcFp,Calvin Harris;Normani;Tinashe;Offset,"New To You (with Normani, Tinashe, & Offset)","New To You (with Normani, Tinashe, & Offset)",67,302952,True,0.728,0.707,5,-5.09,0,0.0436,0.371,0.00107,0.126,0.802,96.023,4,Pop & Dance,Pop & Dance,Pop & Dance,0.56
2I4hVGTtVC6zl8d4vbrmbd,El Bebeto,Ya Aprendí A Vivir Sin Ti,Ya Aprendí A Vivir Sin Ti,43,283533,False,0.776,0.394,2,-8.178,1,0.032,0.225,6.84e-05,0.325,0.561,127.95,4,Hip-Hop & R&B,Folk & Country,Hip-Hop & R&B,0.35
7hOfyNuj2dLc0HAEYVDIYS,Nicky Jam;Enrique Iglesias,Fénix,El Perdón - Forgiveness,51,206666,False,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013,4,Folk & Country,Pop & Dance,Folk & Country,0.38
3eJBKLhpOauQJlgoOSPErD,Christian Löffler,York,York - Original Mix,43,476675,False,0.696,0.634,11,-12.063,0,0.0403,0.157,0.887,0.129,0.0359,118.035,4,Pop & Dance,Pop & Dance,Pop & Dance,0.85
6BrLfEagscVPCOxQa0uNxG,FKA twigs;The Weeknd,20s Love Songs,tears in the club,1,196760,True,0.616,0.717,8,-6.178,1,0.11,0.194,9.81e-05,0.0731,0.72,167.99,4,Rock & Metal,Rock & Metal,Rock & Metal,0.91
3cLtoTymLCCRQ3kmCZHKua,Hank Williams,Hank Williams As Luke The Drifter (Expanded Edition),I Dreamed About Mama Last Night,13,181973,False,0.472,0.181,0,-13.839,1,0.034,0.869,0.0,0.142,0.448,85.086,4,Folk & Country,Folk & Country,Folk & Country,0.88
6X6A2GuSd3yiz3QNrQpfAm,Reik;J Balvin;Lalo Ebratt,Regageton Para Niños,Indeciso,1,217253,False,0.738,0.748,0,-4.902,1,0.0453,0.182,0.0,0.109,0.896,94.949,4,Folk & Country,Folk & Country,Folk & Country,0.94
6nvVrOYJKgeLHobIFrA2w2,The Falcon,Unicornography,Blackout,34,183146,False,0.319,0.938,9,-7.169,1,0.046,0.000435,3.37e-05,0.0688,0.87,191.989,4,Rock & Metal,Rock & Metal,Rock & Metal,0.58
074jI4LCbzZxhm223m6ori,Pritam;Mohit Chauhan;Shreya Ghoshal,Players,Dil Ye Bekarar Kyun Hai,49,276178,False,0.675,0.533,0,-5.62,1,0.0349,0.293,0.0,0.113,0.91,134.976,4,World & Ethnic,Folk & Country,World & Ethnic,0.38
4YqN6UqQvWVdg4K6Rm222j,Reiki Armonía,"Musica Reiki - Musica Relajante para Reiki, Yoga, Meditación, Tai Chi y Armonia",Chakras (Como Hacer Meditacion),27,375977,False,0.0905,0.144,6,-25.182,1,0.0401,0.984,0.959,0.122,0.0347,170.643,3,World & Ethnic,Ambient & Chill,World & Ethnic,0.47
5RO0MNa5hBKIM4OcjygadU,Joseph Sullinger,Chi Mai,Chi Mai,40,188695,False,0.739,0.287,6,-14.007,0,0.059,0.969,0.961,0.111,0.557,80.64,4,Folk & Country,Ambient & Chill,Folk & Country,0.38
0CXCmKOPAacnKSX2clXlCZ,Maria Maksakova,Masha in Ukraine,Калина,0,275960,False,0.388,0.7,0,-5.214,0,0.033,0.135,2.58e-05,0.307,0.154,75.99,4,Folk & Country,Rock & Metal,Folk & Country,0.28
47rHibRVRgr6TR9ILGfxbL,Surra,Escorrendo Pelo Ralo,Ultraviolência,29,124323,False,0.322,0.996,8,-2.906,1,0.11,0.00208,3.83e-05,0.178,0.399,115.97,4,Rock & Metal,Rock & Metal,Rock & Metal,0.77
5jximgvZO7gGAFQndsSltj,Harold Faltermeyer;Lady Gaga;Hans Zimmer;Lorne Balfe,Top Gun: Maverick (Music From The Motion Picture),Darkstar,61,181053,False,0.448,0.381,2,-18.062,1,0.0346,0.666,0.756,0.0781,0.14,145.031,4,World & Ethnic,Ambient & Chill,World & Ethnic,0.34
5dxTO5UAB46lddMQQRGYNu,Barry White,Love's Theme: The Best Of The 20th Century Records Singles,Don't Make Me Wait Too Long,30,196053,False,0.569,0.835,10,-6.734,1,0.0453,0.00615,6.42e-05,0.153,0.883,123.222,4,Pop & Dance,Pop & Dance,Pop & Dance,0.35
6AJppuCk5EE86paOdDI4yL,Fujii Kaze,HELP EVER HURT NEVER,Tokuninai,50,205253,False,0.727,0.563,7,-6.613,1,0.0272,0.0374,6.43e-05,0.311,0.588,99.035,4,Pop & Dance,Folk & Country,Pop & Dance,0.24
6piSzfRUIO5Cutz5DChf6e,Lucas Estrada;Lovespeake,Body,Body,52,153471,False,0.838,0.726,7,-6.052,0,0.048,0.0169,0.305,0.102,0.897,120.025,4,Pop & Dance,Pop & Dance,Pop & Dance,0.65
1hEqY5WgZIpNgZKmuFGNax,Mauvais Roger,Peace Frame,Peace Frame,54,179257,False,0.324,0.104,4,-27.014,0,0.0414,0.995,0.957,0.0819,0.254,120.572,4,Classical & Opera,Classical & Opera,Classical & Opera,0.66
3ZyZBgJk3TaCYBr6bFBLfH,Víctor Manuelle,Sólo para Mujeres,Como una Estrella - Edited Version,31,207813,False,0.437,0.898,2,-5.862,0,0.0619,0.146,3.81e-05,0.216,0.901,181.592,4,Folk & Country,Folk & Country,Folk & Country,0.28
5miPNj0EXXG8nlTZ11D3Tp,Anjelah Johnson,The Homecoming Show,Chola Starter Kit,23,148566,False,0.59,0.865,0,-11.57,1,0.946,0.797,0.0,0.67,0.314,80.211,4,Comedy & Children,Comedy & Children,Comedy & Children,0.98
66gZWQbx8Vg6XYWIgz7NDQ,Nightmare,DEATH NOTE Original Soundtrack,the WORLD -TV Size-,44,83040,False,0.412,0.952,11,-1.422,0,0.0492,0.00208,0.0,0.335,0.676,95.112,4,Rock & Metal,Pop & Dance,Rock & Metal,0.46
2W4yABdLc4Jnds67Poi5Nl,Ant Saunders,Yellow Hearts,Yellow Hearts,68,223257,False,0.866,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.039,4,Ambient & Chill,Pop & Dance,Ambient & Chill,0.35
2ksBDRTKuHeZEMQhSri5Ym,Anita Mui,情歌1,珍惜再會時,19,263977,False,0.588,0.362,7,-9.272,1,0.0341,0.776,0.000149,0.582,0.572,140.855,4,World & Ethnic,Folk & Country,World & Ethnic,0.56
6f9cHsz31O9dhGmfX4vg4s,In Solitude,Sister,A Buried Sun,20,442213,False,0.229,0.917,6,-6.095,0,0.0887,0.0411,0.198,0.0703,0.329,122.882,3,Rock & Metal,Rock & Metal,Rock & Metal,0.56
5KZfM2W4L74di6cYgKoUE5,Divya Kumar,Badlapur (Original Motion Picture Soundtrack),Jee Karda,47,240999,False,0.547,0.709,11,-7.87,0,0.0374,0.159,0.0,0.109,0.401,140.062,4,Folk & Country,World & Ethnic,Folk & Country,0.24
2a5V3UK1HwlBv5V3jdAyW3,Ratty Adhiththan;Sahi Siva,Padaiyon,Agaligai,29,195788,False,0.686,0.655,2,-6.113,0,0.0368,0.132,0.0,0.266,0.584,159.965,4,World & Ethnic,Pop & Dance,World & Ethnic,0.28
2USnQEejUCh9lo8nj3gSYj,Tito Rojas,Vida,Claro,28,321493,False,0.665,0.666,2,-4.764,1,0.0447,0.599,0.0,0.0464,0.754,91.102,4,Folk & Country,Folk & Country,Folk & Country,0.57
6HJ8wsI5HJkg43hB25BfD0,Amado Batista,O Pobretão,O pobretão,49,165826,False,0.719,0.838,4,-4.46,1,0.0291,0.17,1.25e-05,0.309,0.934,124.953,4,Folk & Country,Folk & Country,Folk & Country,0.31
0fwIHsKXNEcb57u2um7z9I,Aitana,Spoiler,Vas A Quedarte,69,226213,False,0.395,0.508,7,-3.522,1,0.0326,0.795,3.63e-06,0.0627,0.168,89.859,4,World & Ethnic,Pop & Dance,World & Ethnic,0.36
2LfrcTwvUrDG2Wrmx4HEgC,Mike Birbiglia,My Girlfriend's Boyfriend,What's He Doing Here?,23,307963,False,0.615,0.668,1,-8.643,1,0.943,0.878,0.0,0.956,0.436,103.752,4,Comedy & Children,Comedy & Children,Comedy & Children,0.93
5aRF23VCFkTbupT9rX2s3C,Envine,Harder Stylez: We Love The Bass,Neverending,0,185604,False,0.459,0.938,9,-6.494,0,0.0897,0.000446,0.228,0.349,0.153,150.035,4,Pop & Dance,Rock & Metal,Pop & Dance,0.43
11orr56JefRv621it7Q0Kk,Os Originais Do Samba,Os Originais de Todos os Sambas,Reunião de Bacanas,35,205133,False,0.73,0.592,7,-11.152,0,0.322,0.601,0.0,0.337,0.891,99.698,4,Folk & Country,Folk & Country,Folk & Country,0.3
5HyRUbrU8qNrrgh1dFzKtK,Ryan Elliott,Kicking Up,Kicking Up,6,363762,False,0.804,0.394,11,-15.667,0,0.139,0.00176,0.871,0.0774,0.495,127.01,4,Pop & Dance,Pop & Dance,Pop & Dance,0.98
0Jiloc4LOUub7ifjrqjEi7,Amistades Peligrosas,La Profecía,Será,27,256706,False,0.572,0.39,2,-8.944,1,0.0329,0.41,0.0,0.0904,0.283,83.942,4,World & Ethnic,World & Ethnic,World & Ethnic,0.4
18xLixKTgMRGrMm6MV6CAP,Sleep Baby Sleep;Meditation Awareness;Sleep Sound Library;Outside Broadcast Recordings;Deep Sleep,White Noise Collection - 50 Shades of Ambience (Loopable and without fade),Office Air Conditioners,34,63496,False,0.182,0.202,8,-28.542,1,0.0908,0.977,0.0358,0.111,0.0365,57.069,4,Ambient & Chill,Ambient & Chill,Ambient & Chill,0.93
7yJCCeTLGA5kLdVtpGk8U2,Carolee Carmello;Robert Lenzi;Andrew Keenan-Bolger;Tuck Everlasting Original Broadway Company,Tuck Everlasting (Original Broadway Cast Recording),The Wheel - Finale,24,77293,False,0.326,0.171,5,-11.386,1,0.049,0.813,4.44e-06,0.109,0.32,64.976,4,Comedy & Children,Comedy & Children,Comedy & Children,0.58
0AqjMyBqLX3g2EHdHCuXTA,Omar S,Annoying Mumbling Alkaholik,Annoying Mumbling Alkaholik,8,507263,False,0.748,0.72,8,-13.085,0,0.0342,0.000314,0.881,0.351,0.6,120.967,4,Pop & Dance,Pop & Dance,Pop & Dance,0.93
4DBjTVGFnFXoQEvvlPL1l5,Seiko Matsuda,小麦色のマーメイド,小麦色のマーメイド,21,215640,False,0.666,0.471,3,-9.866,1,0.0301,0.316,5.54e-06,0.113,0.662,154.667,4,Pop & Dance,Folk & Country,Pop & Dance,0.36
